"Neighborhood","Class","Units","YearBuilt","SqFt","IncomePerSqFt","ExpensePerSqFt","NetIncome","Value","ValuePerSqFt","Boro"
"JACKSON HEIGHTS","R4-CONDOMINIUM",60,1928,49392,16.63,6,525037,2364996,47.88,"Queens"
"JACKSON HEIGHTS","R4-CONDOMINIUM",88,1927,82000,13.75,6.08,628940,4247004,51.79,"Queens"
"JACKSON HEIGHTS","R4-CONDOMINIUM",62,2006,46128,18.1,7.7,479731,3261000,70.69,"Queens"
"ELMHURST","R4-CONDOMINIUM",58,2008,44941,23.18,8.05,679957,4960005,110.37,"Queens"
"ELMHURST","R4-CONDOMINIUM",12,2004,22574,22.36,7.5,335450,2412001,106.85,"Queens"
"ELMHURST","R4-CONDOMINIUM",22,1987,20652,15.5,7,175542,1132003,54.81,"Queens"
"ELMHURST","R4-CONDOMINIUM",65,1937,51890,15.33,7,432244,2893000,55.75,"Queens"
"ELMHURST","R2-CONDOMINIUM",9,1994,6295,18.48,8,65972,363010,57.67,"Queens"
"ELMHURST","R4-CONDOMINIUM",82,1939,84057,13.76,7.5,526196,3641990,43.33,"Queens"
"ELMHURST","R2-CONDOMINIUM",8,2008,7500,23,8,112500,1201380,160.18,"Queens"
"ELMHURST","R4-CONDOMINIUM",144,1954,144300,14.03,7,1014429,6671982,46.24,"Queens"
"ELMHURST","R9-CONDOMINIUM",86,1932,90930,14.38,7.5,625598,4331000,47.63,"Queens"
"ELMHURST","R4-CONDOMINIUM",147,1960,115364,15.09,7.5,875613,5335027,46.25,"Queens"
"ELMHURST","R4-CONDOMINIUM",114,1989,130980,16,6.33,1266577,8768001,66.94,"Queens"
"ELMHURST","R9-CONDOMINIUM",88,1939,85702,13.04,6.25,581916,3876000,45.23,"Queens"
"ELMHURST","R4-CONDOMINIUM",20,2002,20510,20.69,9.66,226225,1528002,74.5,"Queens"
"ELMHURST","R4-CONDOMINIUM",14,2003,13560,20.69,9.66,149566,1093003,80.6,"Queens"
"ELMHURST","R4-CONDOMINIUM",17,2009,14767,20.69,9.66,162880,1187997,80.45,"Queens"
"ELMHURST","R4-CONDOMINIUM",26,2005,25499,20.69,9.66,281254,1910001,74.9,"Queens"
"ELMHURST","R2-CONDOMINIUM",24,1988,19769,18.53,8.5,198283,1176974,59.54,"Queens"
"ELMHURST","R4-CONDOMINIUM",75,1980,105000,14.43,7,780150,5167998,49.22,"Queens"
"ELMHURST","R4-CONDOMINIUM",22,1980,27450,13.91,6,217130,1430000,52.09,"Queens"
"ELMHURST","R4-CONDOMINIUM",42,2006,54852,22.89,9.76,720206,5177994,94.4,"Queens"
"ELMHURST","R4-CONDOMINIUM",8,2006,9563,25.34,8.5,161040,1095002,114.5,"Queens"
"ELMHURST","R4-CONDOMINIUM",8,1998,8610,18,6.8,96432,673998,78.28,"Queens"
"ELMHURST","R4-CONDOMINIUM",18,2010,19060,22.32,5.82,314490,2293999,120.36,"Queens"
"ELMHURST","RR-CONDOMINIUM",14,2006,8400,22,6.8,127680,868000,103.33,"Queens"
"CORONA","R2-CONDOMINIUM",12,1987,9424,17,8.35,81518,525810,55.79,"Queens"
"CORONA","R2-CONDOMINIUM",8,1988,4900,17,6.33,52283,348000,71.02,"Queens"
"CORONA","R2-CONDOMINIUM",8,1988,4900,17,6.8,49980,333001,67.96,"Queens"
"CORONA","R4-CONDOMINIUM",10,2004,9850,17.14,6.29,106872,737000,74.82,"Queens"
"CORONA","R2-CONDOMINIUM",12,2006,10000,21.88,6,158800,1087000,108.7,"Queens"
"CORONA","R4-CONDOMINIUM",27,2006,18569,24.22,8.5,291904,1991001,107.22,"Queens"
"CORONA","R4-CONDOMINIUM",33,2007,20329,25.07,8,347016,2392000,117.66,"Queens"
"CORONA","R2-CONDOMINIUM",15,2008,11288,18.22,7.5,121007,1321998,117.12,"Queens"
"CORONA","R2-CONDOMINIUM",16,2005,14000,25.07,8,238980,1647000,117.64,"Queens"
"CORONA","R2-CONDOMINIUM",15,2006,11925,25.07,8,203560,981204,82.28,"Queens"
"CORONA","R4-CONDOMINIUM",87,2005,78190,25.07,9.5,1217418,8390999,107.32,"Queens"
"CORONA","R2-CONDOMINIUM",24,2002,21312,18,8,213120,1353001,63.49,"Queens"
"CORONA","R4-CONDOMINIUM",18,2008,24344,25.07,8.5,403380,2928999,120.32,"Queens"
"ELMHURST","R4-CONDOMINIUM",74,1959,64938,13.59,7.3,408460,2508008,38.62,"Queens"
"ELMHURST","R2-CONDOMINIUM",14,2008,9996,22.35,9.36,129848,951001,95.14,"Queens"
"ELMHURST","R4-CONDOMINIUM",100,1986,104150,13.91,6.5,771752,4993948,47.95,"Queens"
"ELMHURST","R2-CONDOMINIUM",14,1989,8807,16,8,70456,507000,57.57,"Queens"
"ELMHURST","R2-CONDOMINIUM",8,1990,6863,13.42,5,57786,373002,54.35,"Queens"
"ELMHURST","R4-CONDOMINIUM",77,1964,72000,13.4,4.71,625680,4000020,55.56,"Queens"
"ELMHURST","R4-CONDOMINIUM",20,2004,22536,25.9,10,358322,2145002,95.18,"Queens"
"ELMHURST","R2-CONDOMINIUM",9,1988,7341,15,6.8,60196,395999,53.94,"Queens"
"ELMHURST","R2-CONDOMINIUM",9,1990,7124,16,6.38,68533,466001,65.41,"Queens"
"ELMHURST","R9-CONDOMINIUM",66,1961,75780,12.25,4.71,571381,3630000,47.9,"Queens"
"ELMHURST","R9-CONDOMINIUM",132,1961,151162,14.23,8,941739,6528000,43.19,"Queens"
"ELMHURST","R9-CONDOMINIUM",264,1961,302236,14.19,7.5,2021959,3630000,12.01,"Queens"
"ELMHURST","R9-CONDOMINIUM",66,1961,75693,12.5,4.71,589649,3630000,47.96,"Queens"
"CORONA","R2-CONDOMINIUM",10,2008,12000,22.5,7.09,184920,1320000,110,"Queens"
"CORONA","R4-CONDOMINIUM",40,2004,35706,24.22,8.5,561298,4084000,114.38,"Queens"
"CORONA","R4-CONDOMINIUM",29,1992,25040,16.5,8.35,204076,1360003,54.31,"Queens"
"CORONA","R4-CONDOMINIUM",24,2004,16136,25.9,9.5,264630,1799001,111.49,"Queens"
"REGO PARK","R4-CONDOMINIUM",112,1985,137200,16,6.5,1303400,7907973,57.64,"Queens"
"REGO PARK","R4-CONDOMINIUM",206,1988,190498,15.9,8.5,1409685,8480988,44.52,"Queens"
"REGO PARK","R4-CONDOMINIUM",73,1992,51254,16,7.59,431046,2816003,54.94,"Queens"
"REGO PARK","R4-CONDOMINIUM",32,1999,30520,19.22,8,342434,2207992,72.35,"Queens"
"REGO PARK","R4-CONDOMINIUM",546,1952,460765,17,6.52,4828817,33984000,73.76,"Queens"
"REGO PARK","R4-CONDOMINIUM",139,1949,132000,14.43,7.5,914760,5937012,44.98,"Queens"
"REGO PARK","R4-CONDOMINIUM",22,2006,54420,25.9,9,919698,6294998,115.67,"Queens"
"REGO PARK","R9-CONDOMINIUM",489,1952,418980,15.91,7.5,3523622,17300000,41.29,"Queens"
"REGO PARK","R4-CONDOMINIUM",157,1959,148800,15.17,7,1215696,7818005,52.54,"Queens"
"FOREST HILLS","R2-CONDOMINIUM",105,2006,159968,25.9,9.5,2623475,17835995,111.5,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",12,2009,10580,27,8.5,195730,1417000,133.93,"Queens"
"FOREST HILLS","R2-CONDOMINIUM",20,1951,22736,15.5,7.61,179387,1237996,54.45,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",103,1955,119194,18.04,9,1077514,6993005,58.67,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",73,1960,57269,18.04,9,517712,3146014,54.93,"Queens"
"FOREST HILLS","R9-CONDOMINIUM",120,1966,144310,18.19,9,1326209,6919000,47.95,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",226,1991,282298,18.35,7,3204082,23051005,81.65,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",8,1990,5480,16.75,6,58910,414998,75.73,"Queens"
"FLUSHING MEADOW PARK","R4-CONDOMINIUM",28,1990,32000,17.87,9.25,275840,1874997,58.59,"Queens"
"WOODSIDE","R9-CONDOMINIUM",122,1998,132550,21.45,9.75,1550835,10543000,79.54,"Queens"
"MASPETH","R2-CONDOMINIUM",17,1987,17400,17.96,10,138504,803996,46.21,"Queens"
"ELMHURST","R4-CONDOMINIUM",14,1990,14013,17,5.24,164793,1119997,79.93,"Queens"
"ELMHURST","R4-CONDOMINIUM",30,2004,24285,24.22,7.94,395360,2725001,112.21,"Queens"
"ELMHURST","R4-CONDOMINIUM",62,1962,51341,13.91,6.5,380436,2463954,47.99,"Queens"
"ELMHURST","R4-CONDOMINIUM",15,2007,12060,24.22,8,195613,1422998,117.99,"Queens"
"ELMHURST","R2-CONDOMINIUM",12,1988,11782,13.91,7,81414,536004,45.49,"Queens"
"MASPETH","R2-CONDOMINIUM",10,1988,9214,15,6.8,75555,487001,52.85,"Queens"
"MASPETH","R4-CONDOMINIUM",11,1987,9765,13.91,5.24,84662,558000,57.14,"Queens"
"MASPETH","R2-CONDOMINIUM",37,1987,35316,13.91,5.24,306190,2017004,57.11,"Queens"
"ELMHURST","R2-CONDOMINIUM",13,1989,10170,15.5,6.8,88479,574000,56.44,"Queens"
"ELMHURST","R4-CONDOMINIUM",20,1986,20679,14.43,5.75,179494,1196000,57.84,"Queens"
"ELMHURST","R4-CONDOMINIUM",25,1987,20333,14.43,6,171407,1120000,55.08,"Queens"
"ELMHURST","R2-CONDOMINIUM",9,1987,8100,15,5.24,79056,452103,55.82,"Queens"
"ELMHURST","R2-CONDOMINIUM",16,1990,12700,14.43,6,107061,694998,54.72,"Queens"
"ELMHURST","R2-CONDOMINIUM",19,1998,10770,17,5.24,126655,827000,76.79,"Queens"
"ELMHURST","R2-CONDOMINIUM",15,2002,12234,19,6.8,149255,1014999,82.97,"Queens"
"MIDDLE VILLAGE","R4-CONDOMINIUM",46,2007,38062,25,8,647054,4719992,124.01,"Queens"
"ELMHURST","R2-CONDOMINIUM",8,1988,7374,15,5.24,71970,461002,62.52,"Queens"
"ELMHURST","R4-CONDOMINIUM",21,2006,18328,24.22,7.94,298380,2042001,111.41,"Queens"
"MIDDLE VILLAGE","R2-CONDOMINIUM",12,1985,13338,13.91,5.24,115641,761999,57.13,"Queens"
"MIDDLE VILLAGE","R4-CONDOMINIUM",16,2007,9742,27,7.52,189774,1307999,134.26,"Queens"
"MIDDLE VILLAGE","R2-CONDOMINIUM",12,1985,11160,14,5.24,97762,622599,55.79,"Queens"
"MIDDLE VILLAGE","R2-CONDOMINIUM",49,1987,50670,13.91,5.24,439309,2782998,54.92,"Queens"
"MIDDLE VILLAGE","R4-CONDOMINIUM",28,1987,31080,15.55,6.32,286868,1903001,61.23,"Queens"
"MIDDLE VILLAGE","R2-CONDOMINIUM",18,1987,18696,16,6.38,179856,1143624,61.17,"Queens"
"REGO PARK","R4-CONDOMINIUM",21,2001,40000,22.53,8.35,567200,3883002,97.08,"Queens"
"REGO PARK","R4-CONDOMINIUM",42,1960,26118,15.9,7,232450,1485009,56.86,"Queens"
"REGO PARK","R2-CONDOMINIUM",5,1966,4234,15.9,7,37683,245000,57.86,"Queens"
"REGO PARK","R2-CONDOMINIUM",6,1966,5083,15.9,7,45239,294001,57.84,"Queens"
"REGO PARK","R2-CONDOMINIUM",6,1966,5083,15.9,7,45239,294001,57.84,"Queens"
"REGO PARK","R4-CONDOMINIUM",56,1961,39840,15.17,7,325493,2126000,53.36,"Queens"
"REGO PARK","R9-CONDOMINIUM",68,1961,23531,15.17,7,192248,1256000,53.38,"Queens"
"REGO PARK","R4-CONDOMINIUM",67,1941,63693,15.17,8,456679,2983009,46.83,"Queens"
"REGO PARK","R4-CONDOMINIUM",36,1955,23172,16,7.59,194877,1272999,54.94,"Queens"
"REGO PARK","R4-CONDOMINIUM",64,1941,66324,15.17,8,475543,3106004,46.83,"Queens"
"REGO PARK","R4-CONDOMINIUM",78,1988,67502,17,6.8,688520,4648993,68.87,"Queens"
"REGO PARK","R4-CONDOMINIUM",164,1952,149558,16,7.59,1257783,8270025,55.3,"Queens"
"REGO PARK","R4-CONDOMINIUM",66,1939,63000,15.75,7.59,514080,3336001,52.95,"Queens"
"REGO PARK","R4-CONDOMINIUM",67,1941,63998,15.17,7.59,485105,3189994,49.85,"Queens"
"REGO PARK","R4-CONDOMINIUM",64,1941,71316,16,7.59,599768,3850014,53.99,"Queens"
"REGO PARK","R9-CONDOMINIUM",31,1964,26930,19,7.52,309156,1551000,57.59,"Queens"
"REGO PARK","R9-CONDOMINIUM",98,1991,145717,17,7.69,1356625,8129000,55.79,"Queens"
"REGO PARK","R4-CONDOMINIUM",33,2007,22930,28.14,7.42,475109,3274999,142.83,"Queens"
"FOREST HILLS","R9-CONDOMINIUM",162,1965,181853,18.04,8,1825804,10824000,59.52,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",58,1932,38582,16.89,7,381576,2576997,66.79,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",95,2004,108788,22.05,5.79,1768892,12192001,112.07,"Queens"
"FOREST HILLS","R9-CONDOMINIUM",69,1938,71210,16,7.69,591755,4079000,57.28,"Queens"
"FOREST HILLS","R9-CONDOMINIUM",66,1942,93800,15,6.2,825440,5060000,53.94,"Queens"
"KEW GARDENS","R4-CONDOMINIUM",75,1956,65990,16.5,8.82,506803,3377001,51.17,"Queens"
"KEW GARDENS","R4-CONDOMINIUM",39,2004,42795,25.9,12,594851,4100001,95.81,"Queens"
"KEW GARDENS","R4-CONDOMINIUM",30,2001,38000,19.13,7.5,441940,3045999,80.16,"Queens"
"KEW GARDENS","R4-CONDOMINIUM",59,2005,52033,25.9,9.5,853341,5881004,113.02,"Queens"
"KEW GARDENS","R4-CONDOMINIUM",41,2002,35180,22.52,7,545994,3638006,103.41,"Queens"
"FOREST HILLS","R9-CONDOMINIUM",88,1987,115082,17.13,8.65,975653,6633000,57.64,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",95,1938,84954,16,7.69,705968,4767001,56.11,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",39,1939,31511,16.89,8.82,254294,1693991,53.76,"Queens"
"FOREST HILLS","R4-CONDOMINIUM",59,1971,51376,15.5,6.2,477797,2959002,57.6,"Queens"
"KEW GARDENS","R4-CONDOMINIUM",83,1923,104492,15,7.69,763837,4989003,47.75,"Queens"
"KEW GARDENS","R9-CONDOMINIUM",108,1951,66880,16,8.82,480198,3199000,47.83,"Queens"
"KEW GARDENS","R9-CONDOMINIUM",377,1960,419528,18.04,9.5,3582769,24193000,57.67,"Queens"
"RIDGEWOOD","R2-CONDOMINIUM",44,1995,59400,13.91,7,410454,2703998,45.52,"Queens"
"RIDGEWOOD","R4-CONDOMINIUM",17,2002,12607,25.34,10,193391,1221001,96.85,"Queens"
"RIDGEWOOD","R2-CONDOMINIUM",12,1987,10021,13.91,6.25,76761,506001,50.49,"Queens"
"GLENDALE","R2-CONDOMINIUM",64,1990,58586,15,5.24,571799,3766001,64.28,"Queens"
"GLENDALE","R2-CONDOMINIUM",12,1988,9969,13.91,6,78855,519000,52.06,"Queens"
"GLENDALE","R4-CONDOMINIUM",50,1903,54954,17,8,494586,3068997,55.85,"Queens"
"GLENDALE","R2-CONDOMINIUM",28,NA,20320,12.08,4.73,149352,965010,47.49,"Queens"
"COLLEGE POINT","R4-CONDOMINIUM",33,2002,30185,20.64,7.01,411421,2850993,94.45,"Queens"
"COLLEGE POINT","R2-CONDOMINIUM",8,1986,6901,13.91,7,47686,329000,47.67,"Queens"
"COLLEGE POINT","R2-CONDOMINIUM",15,1983,11076,13.97,5.94,88941,587398,53.03,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",16,2007,14400,22,6.6,221760,1630002,113.19,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",23,1990,22528,14.5,6.18,187433,1234000,54.78,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",34,2007,38616,25,8,656472,4777660,123.72,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",20,2006,18668,18.45,6.35,225883,1567999,83.99,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",20,2005,15422,23.3,7,251379,1745002,113.15,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",10,2007,13008,23.3,7,212030,1472003,113.16,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",32,2007,40800,23.3,7.5,644640,4455000,109.19,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",60,2007,60201,21.3,6.53,889168,6623323,110.02,"Queens"
"WHITESTONE","R2-CONDOMINIUM",49,2006,39140,23,9,547960,3828999,97.83,"Queens"
"WHITESTONE","R2-CONDOMINIUM",20,1947,14950,14,5.8,122590,717200,47.97,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",18,2002,16915,19.73,6.6,222094,1499999,88.68,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",23,2007,26228,23.3,6.5,440630,3123000,119.07,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",4,1987,4010,16,5.56,41864,223303,55.69,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",24,1987,23100,15,5.8,212520,1111002,48.1,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",12,1996,8730,17,6.2,94284,628001,71.94,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",54,2004,60665,18,5.55,755279,4620007,76.16,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",28,2007,25777,21.44,6.53,384335,2819996,109.4,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",47,2003,48785,24.5,8,804953,5625998,115.32,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",20,2004,14250,20,6.25,195937,1403999,98.53,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",80,1983,87612,16,5.88,886633,5986990,68.34,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",11,1967,12655,15,6.96,101746,687001,54.29,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",3,1967,4493,16,7.71,37247,248000,55.2,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",1,1967,1075,16,7.71,8912,59000,54.88,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",80,1967,97877,16.39,8.5,772249,5144994,52.57,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",36,1984,34314,15.5,7,291669,1942988,56.62,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",15,1985,10668,16,6.95,96545,695004,65.15,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",16,1988,16140,16.12,6.5,155267,1034001,64.06,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",19,1997,16164,19,7.71,182492,1224004,75.72,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",23,2007,23878,21.3,6.58,351484,2579001,108.01,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",48,1987,31360,17,7.59,295098,2134001,68.05,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",66,1988,76680,16.95,7,762966,5082998,66.29,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",18,2003,18730,22,6.08,298182,1929000,102.99,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",84,1986,66756,16.95,7,664222,4484998,67.18,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",41,1979,37255,15.78,7.5,308471,2068991,55.54,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",63,1987,66196,17.18,8.13,599074,4045000,61.11,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",30,2005,20352,21.44,6.86,296732,2176992,106.97,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",19,2005,21000,21.44,6.53,313110,2298999,109.48,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",16,1989,10480,17,7.59,98617,623696,59.51,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",16,1988,13997,16.95,7.5,132271,785391,56.11,"Queens"
"FLUSHING-NORTH","R9-CONDOMINIUM",29,1955,27000,14.29,7,196830,1311000,48.56,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",18,1987,18120,17.95,7.5,189354,1279001,70.59,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",50,2001,48993,19,6.96,589876,4009999,81.85,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",134,1987,98000,17.34,7.32,981960,6630998,67.66,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",40,2007,40400,22,6.7,618120,4537998,112.33,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",80,1983,101624,18.42,7.99,1059938,7062010,69.49,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",33,1984,37304,17.42,8.01,351031,2353996,63.1,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",24,1989,17905,17.42,8.01,168486,1137995,63.56,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",32,2002,22936,19.05,6.89,278902,2012998,87.77,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",14,2008,13290,25.5,7.5,239220,1784001,134.24,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",26,2001,22635,21,7.42,307383,2118998,93.62,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",48,1956,53920,15.94,8.01,427586,2918007,54.12,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",14,1987,19398,18.02,8,194368,1330001,68.56,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",36,1988,36340,16.82,6.83,363037,2468004,67.91,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",18,2001,15000,21.15,7,212250,1452999,96.87,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",47,2002,41800,21.27,7.5,575586,3940000,94.26,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",9,2005,9008,21.44,6.5,134580,987000,109.57,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",10,2005,8685,21.15,5.55,135486,934000,107.54,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",10,2006,12171,21.44,6.5,181834,1334001,109.6,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",7,2008,5855,22.5,7.88,85601,626001,106.92,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",7,2006,8876,21.44,6.5,132607,973000,109.62,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",64,2008,53000,21.3,6.53,782810,5744008,108.38,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",16,2010,5337,22,8.8,70448,515998,96.68,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",50,2004,48753,21.27,7,695705,4795004,98.35,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",13,1995,15630,18.04,7.81,159895,1079998,69.1,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",10,1931,11629,15,6,104661,720001,61.91,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",64,1987,72300,17.33,6.5,783009,5323004,73.62,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",58,2000,83284,21.15,8,1095185,6853009,82.28,"Queens"
"FLUSHING-NORTH","R9-CONDOMINIUM",103,1929,92000,15.16,8,658720,4331000,47.08,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",204,1963,189000,15.54,7.23,1570590,10463976,55.36,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",351,1974,333006,16.4,6.93,3153566,21735002,65.27,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",36,1982,34587,15.42,7.5,273929,1813002,52.42,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",83,1962,77620,15.94,8.01,615527,4201011,54.12,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",24,1988,25333,17.42,8.01,238384,1551006,61.22,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",22,2006,26800,20.81,5.5,410308,2808998,104.81,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",23,2008,22982,21.44,6.53,342662,2515005,109.43,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",32,1990,38680,16.51,6.76,377130,2530004,65.41,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",18,2000,20448,19.93,7,264393,1796994,87.88,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",22,1987,19037,17.5,8.01,180662,1220001,64.09,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",9,2004,5664,21.68,7.5,80316,546003,96.4,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",17,2003,15189,20.98,7,212342,1559000,102.64,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",14,2008,13640,21.22,9.83,155360,1142001,83.72,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",169,2008,197318,27,8,3749042,24202003,122.65,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",279,2008,352672,24,8,5642752,41144739,116.67,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",8,2008,7120,22.5,6.75,112140,818001,114.89,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",16,1990,11250,17,7.8,103500,685000,60.89,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",15,2005,17655,21.1,6,266591,1792000,101.5,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",10,2008,6109,18.67,8.89,59746,1083999,177.44,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",14,1987,12336,16.35,7.6,107940,711698,57.69,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",24,2001,22116,20.61,8,278883,1882997,85.14,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",23,2008,30302,21.44,6.53,451803,3317000,109.46,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",99,2005,106500,20.12,6.04,1499946,10707010,100.54,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",27,1987,23951,16.08,7.5,205499,1360000,56.78,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",48,1965,37660,15,7.04,299774,1944989,51.65,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",66,2001,64520,21,6.67,924572,6242988,96.76,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",16,1986,20020,16.09,7.04,181181,1206998,60.29,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",102,1985,170000,15.59,7.25,1417800,9446009,55.56,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",68,1989,89200,16.61,8,768012,5312975,59.56,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",48,1986,62720,16.5,7.95,536256,3526001,56.22,"Queens"
"FLUSHING-NORTH","R2-CONDOMINIUM",8,1989,6620,16.75,5.2,76461,381702,57.66,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",227,1986,232145,17,8.21,2040555,13420015,57.81,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",89,1961,75515,15.44,7.5,599589,3917006,51.87,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",72,1997,77117,18,7.64,798932,5359000,69.49,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",57,1986,43200,16.2,7,397440,2612999,60.49,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",32,1990,36336,16.61,7,349189,2167006,59.64,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",14,2005,15229,21.13,7.4,209094,1534001,100.73,"Queens"
"FLUSHING-NORTH","R4-CONDOMINIUM",80,1958,75600,15.26,7.5,586656,3832000,50.69,"Queens"
